V1	V(Vd)*I(R1)
Step Information: Rap=1  (Step: 1/11)
1.510000000000000e+01	8.178826e+01
1.520000000000000e+01	8.178828e+01
1.530000000000000e+01	8.178830e+01
1.540000000000000e+01	8.178833e+01
1.550000000000000e+01	8.178836e+01
1.560000000000000e+01	8.178838e+01
1.570000000000000e+01	8.178841e+01
1.580000000000000e+01	8.178843e+01
1.590000000000000e+01	8.178845e+01
1.600000000000000e+01	8.178847e+01
1.610000000000000e+01	8.178850e+01
1.620000000000000e+01	8.178852e+01
1.630000000000000e+01	8.178854e+01
1.640000000000000e+01	8.178856e+01
1.650000000000000e+01	8.178859e+01
1.660000000000000e+01	8.178860e+01
1.670000000000000e+01	8.178863e+01
1.680000000000000e+01	8.178865e+01
1.690000000000000e+01	8.178867e+01
1.700000000000000e+01	8.178869e+01
1.710000000000000e+01	8.178871e+01
1.720000000000000e+01	8.178873e+01
1.730000000000000e+01	8.178875e+01
1.740000000000000e+01	8.178876e+01
1.750000000000000e+01	8.178879e+01
1.760000000000000e+01	8.178880e+01
1.770000000000000e+01	8.178882e+01
1.780000000000000e+01	8.178884e+01
1.790000000000000e+01	8.178886e+01
1.800000000000000e+01	8.178888e+01
1.810000000000000e+01	8.178889e+01
1.820000000000000e+01	8.178891e+01
1.830000000000000e+01	8.178893e+01
1.840000000000000e+01	8.178894e+01
1.850000000000000e+01	8.178896e+01
1.860000000000000e+01	8.178898e+01
1.870000000000000e+01	8.178899e+01
1.880000000000000e+01	8.178901e+01
1.890000000000000e+01	8.178902e+01
1.900000000000000e+01	8.178904e+01
1.910000000000000e+01	8.178906e+01
1.920000000000000e+01	8.178907e+01
1.930000000000000e+01	8.178909e+01
1.940000000000000e+01	8.178910e+01
1.950000000000000e+01	8.178912e+01
1.960000000000000e+01	8.178913e+01
1.970000000000000e+01	8.178915e+01
1.980000000000000e+01	8.178916e+01
1.990000000000000e+01	8.178917e+01
2.000000000000000e+01	8.178919e+01
Step Information: Rap=16  (Step: 4/11)
-5.000000000000000e+00	9.809418e-20
-4.900000000000000e+00	9.809418e-20
-4.800000000000000e+00	9.809418e-20
-4.700000000000000e+00	9.809418e-20
-4.600000000000000e+00	9.809418e-20
-4.500000000000000e+00	9.809418e-20
-4.400000000000000e+00	9.809418e-20
-4.300000000000000e+00	9.809418e-20
-4.200000000000000e+00	9.809418e-20
-4.100000000000000e+00	9.809418e-20
-4.000000000000000e+00	9.809425e-20
-3.900000000000000e+00	9.809425e-20
-3.800000000000000e+00	9.809425e-20
-3.700000000000000e+00	9.809425e-20
-3.600000000000000e+00	9.809425e-20
-3.500000000000000e+00	9.809425e-20
-3.400000000000000e+00	9.809425e-20
-3.300000000000000e+00	9.809425e-20
-3.200000000000000e+00	9.809425e-20
-3.100000000000000e+00	9.809425e-20
-3.000000000000000e+00	9.809425e-20
-2.900000000000000e+00	9.809425e-20
-2.800000000000000e+00	9.809425e-20
-2.700000000000000e+00	9.809425e-20
-2.600000000000000e+00	9.809425e-20
-2.500000000000000e+00	9.809425e-20
-2.400000000000000e+00	9.809425e-20
-2.300000000000000e+00	9.809425e-20
-2.200000000000000e+00	9.809425e-20
-2.100000000000000e+00	9.809425e-20
-2.000000000000000e+00	9.809425e-20
-1.900000000000000e+00	9.809425e-20
-1.800000000000000e+00	9.809425e-20
-1.700000000000000e+00	9.809425e-20
-1.600000000000000e+00	9.809425e-20
-1.500000000000000e+00	9.809425e-20
-1.400000000000000e+00	9.809425e-20
-1.300000000000000e+00	9.809425e-20
-1.200000000000000e+00	9.809425e-20
-1.100000000000000e+00	9.809425e-20
-1.000000000000000e+00	9.809424e-20
-8.999999999999995e-01	9.809424e-20
-7.999999999999998e-01	9.809424e-20
-7.000000000000002e-01	9.809424e-20
-5.999999999999996e-01	9.809424e-20
-5.000000000000000e-01	9.809424e-20
-3.999999999999995e-01	9.809424e-20
-2.999999999999998e-01	9.809424e-20
-1.999999999999993e-01	9.809424e-20
-9.999999999999964e-02	9.809424e-20
0.000000000000000e+00	9.809424e-20
1.000000000000005e-01	9.809424e-20
2.000000000000002e-01	9.809422e-20
3.000000000000007e-01	9.809429e-20
4.000000000000004e-01	9.809464e-20
5.000000000000000e-01	9.809742e-20
6.000000000000005e-01	9.811729e-20
7.000000000000002e-01	9.826419e-20
8.000000000000007e-01	9.935243e-20
9.000000000000004e-01	1.075801e-19
1.000000000000000e+00	1.785190e-19
1.100000000000001e+00	1.256485e-18
1.200000000000000e+00	3.945727e-17
1.300000000000001e+00	1.972431e-15
1.400000000000000e+00	1.063651e-13
1.500000000000000e+00	5.795240e-12
1.600000000000001e+00	3.159730e-10
1.700000000000000e+00	1.719675e-08
1.800000000000001e+00	9.308284e-07
1.900000000000000e+00	4.961375e-05
2.000000000000000e+00	2.527466e-03
2.100000000000001e+00	1.115498e-01
2.200000000000000e+00	3.091464e+00
2.300000000000001e+00	2.807624e+01
2.400000000000000e+00	5.604412e+01
2.500000000000000e+00	5.613493e+01
2.600000000000001e+00	5.616845e+01
2.700000000000000e+00	5.618581e+01
2.800000000000001e+00	5.619628e+01
2.900000000000000e+00	5.620322e+01
3.000000000000000e+00	5.620817e+01
3.100000000000000e+00	5.621186e+01
3.200000000000001e+00	5.621473e+01
3.300000000000001e+00	5.621701e+01
3.400000000000000e+00	5.621888e+01
3.500000000000000e+00	5.622044e+01
3.600000000000000e+00	5.622174e+01
3.700000000000001e+00	5.622287e+01
3.800000000000001e+00	5.622385e+01
3.900000000000000e+00	5.622470e+01
4.000000000000000e+00	5.622545e+01
4.100000000000000e+00	5.622611e+01
4.200000000000001e+00	5.622671e+01
4.300000000000001e+00	5.622725e+01
4.400000000000000e+00	5.622774e+01
4.500000000000000e+00	5.622818e+01
4.600000000000001e+00	5.622858e+01
4.700000000000001e+00	5.622895e+01
4.800000000000001e+00	5.622930e+01
4.900000000000000e+00	5.622960e+01
5.000000000000000e+00	5.622990e+01
5.100000000000001e+00	5.623017e+01
5.200000000000001e+00	5.623042e+01
5.300000000000001e+00	5.623065e+01
5.400000000000000e+00	5.623087e+01
5.500000000000000e+00	5.623108e+01
5.600000000000001e+00	5.623127e+01
5.700000000000001e+00	5.623145e+01
5.800000000000001e+00	5.623162e+01
5.900000000000000e+00	5.623178e+01
6.000000000000000e+00	5.623194e+01
6.100000000000001e+00	5.623208e+01
6.200000000000001e+00	5.623222e+01
6.300000000000001e+00	5.623235e+01
6.400000000000000e+00	5.623248e+01
6.500000000000000e+00	5.623259e+01
6.600000000000001e+00	5.623271e+01
6.700000000000001e+00	5.623281e+01
6.800000000000001e+00	5.623291e+01
6.900000000000000e+00	5.623301e+01
7.000000000000000e+00	5.623311e+01
7.100000000000001e+00	5.623320e+01
7.200000000000001e+00	5.623329e+01
7.300000000000001e+00	5.623337e+01
7.400000000000000e+00	5.623345e+01
7.500000000000000e+00	5.623353e+01
7.600000000000001e+00	5.623360e+01
7.700000000000001e+00	5.623367e+01
7.800000000000001e+00	5.623374e+01
7.900000000000000e+00	5.623381e+01
8.000000000000000e+00	5.623387e+01
8.100000000000001e+00	5.623393e+01
8.200000000000001e+00	5.623399e+01
8.300000000000001e+00	5.623405e+01
8.400000000000000e+00	5.623411e+01
8.500000000000000e+00	5.623416e+01
8.600000000000001e+00	5.623421e+01
8.700000000000001e+00	5.623426e+01
8.800000000000001e+00	5.623431e+01
8.900000000000000e+00	5.623436e+01
9.000000000000000e+00	5.623440e+01
9.100000000000001e+00	5.623445e+01
9.200000000000001e+00	5.623449e+01
9.300000000000001e+00	5.623454e+01
9.400000000000000e+00	5.623457e+01
9.500000000000000e+00	5.623462e+01
9.600000000000001e+00	5.623465e+01
9.700000000000001e+00	5.623469e+01
9.800000000000001e+00	5.623473e+01
9.900000000000000e+00	5.623477e+01
1.000000000000000e+01	5.623480e+01
1.010000000000000e+01	5.623483e+01
1.020000000000000e+01	5.623487e+01
1.030000000000000e+01	5.623489e+01
1.040000000000000e+01	5.623493e+01
1.050000000000000e+01	5.623496e+01
1.060000000000000e+01	5.623499e+01
1.070000000000000e+01	5.623502e+01
1.080000000000000e+01	5.623504e+01
1.090000000000000e+01	5.623507e+01
1.100000000000000e+01	5.623510e+01
1.110000000000000e+01	5.623513e+01
1.120000000000000e+01	5.623515e+01
1.130000000000000e+01	5.623518e+01
1.140000000000000e+01	5.623520e+01
1.150000000000000e+01	5.623523e+01
1.160000000000000e+01	5.623525e+01
1.170000000000000e+01	5.623527e+01
1.180000000000000e+01	5.623530e+01
1.190000000000000e+01	5.623532e+01
1.200000000000000e+01	5.623535e+01
1.210000000000000e+01	5.623537e+01
1.220000000000000e+01	5.623539e+01
1.230000000000000e+01	5.623541e+01
1.240000000000000e+01	5.623542e+01
1.250000000000000e+01	5.623545e+01
1.260000000000000e+01	5.623547e+01
1.270000000000000e+01	5.623549e+01
1.280000000000000e+01	5.623550e+01
1.290000000000000e+01	5.623552e+01
1.300000000000000e+01	5.623554e+01
1.310000000000000e+01	5.623556e+01
1.320000000000000e+01	5.623557e+01
1.330000000000000e+01	5.623560e+01
1.340000000000000e+01	5.623561e+01
1.350000000000000e+01	5.623562e+01
1.360000000000000e+01	5.623564e+01
1.370000000000000e+01	5.623566e+01
1.380000000000000e+01	5.623567e+01
1.390000000000000e+01	5.623569e+01
1.400000000000000e+01	5.623570e+01
1.410000000000000e+01	5.623572e+01
1.420000000000000e+01	5.623573e+01
1.430000000000000e+01	5.623575e+01
1.440000000000000e+01	5.623576e+01
1.450000000000000e+01	5.623577e+01
1.460000000000000e+01	5.623579e+01
1.470000000000000e+01	5.623580e+01
1.480000000000000e+01	5.623582e+01
1.490000000000000e+01	5.623582e+01
1.500000000000000e+01	5.623584e+01
1.510000000000000e+01	5.623585e+01
1.520000000000000e+01	5.623587e+01
1.530000000000000e+01	5.623587e+01
1.540000000000000e+01	5.623589e+01
1.550000000000000e+01	5.623590e+01
1.560000000000000e+01	5.623591e+01
1.570000000000000e+01	5.623592e+01
1.580000000000000e+01	5.623594e+01
1.590000000000000e+01	5.623595e+01
1.600000000000000e+01	5.623596e+01
1.610000000000000e+01	5.623597e+01
1.620000000000000e+01	5.623598e+01
1.630000000000000e+01	5.623599e+01
1.640000000000000e+01	5.623600e+01
1.650000000000000e+01	5.623601e+01
1.660000000000000e+01	5.623602e+01
1.670000000000000e+01	5.623603e+01
1.680000000000000e+01	5.623604e+01
1.690000000000000e+01	5.623605e+01
1.700000000000000e+01	5.623606e+01
1.710000000000000e+01	5.623607e+01
1.720000000000000e+01	5.623607e+01
1.730000000000000e+01	5.623609e+01
1.740000000000000e+01	5.623610e+01
1.750000000000000e+01	5.623610e+01
1.760000000000000e+01	5.623611e+01
1.770000000000000e+01	5.623612e+01
1.780000000000000e+01	5.623613e+01
1.790000000000000e+01	5.623614e+01
1.800000000000000e+01	5.623615e+01
1.810000000000000e+01	5.623615e+01
1.820000000000000e+01	5.623616e+01
1.830000000000000e+01	5.623617e+01
1.840000000000000e+01	5.623618e+01
1.850000000000000e+01	5.623619e+01
1.860000000000000e+01	5.623620e+01
1.870000000000000e+01	5.623620e+01
1.880000000000000e+01	5.623621e+01
1.890000000000000e+01	5.623622e+01
1.900000000000000e+01	5.623623e+01
1.910000000000000e+01	5.623623e+01
1.920000000000000e+01	5.623624e+01
1.930000000000000e+01	5.623625e+01
1.940000000000000e+01	5.623625e+01
1.950000000000000e+01	5.623626e+01
1.960000000000000e+01	5.623627e+01
1.970000000000000e+01	5.623628e+01
1.980000000000000e+01	5.623628e+01
1.990000000000000e+01	5.623629e+01
2.000000000000000e+01	5.623630e+01
Step Information: Rap=21  (Step: 5/11)
-5.000000000000000e+00	1.287487e-19
-4.900000000000000e+00	1.287488e-19
-4.800000000000000e+00	1.287488e-19
-4.700000000000000e+00	1.287487e-19
-4.600000000000000e+00	1.287487e-19
-4.500000000000000e+00	1.287487e-19
-4.400000000000000e+00	1.287488e-19
-4.300000000000000e+00	1.287488e-19
-4.200000000000000e+00	1.287487e-19
-4.100000000000000e+00	1.287487e-19
-4.000000000000000e+00	1.287487e-19
-3.900000000000000e+00	1.287487e-19
-3.800000000000000e+00	1.287487e-19
-3.700000000000000e+00	1.287487e-19
-3.600000000000000e+00	1.287487e-19
-3.500000000000000e+00	1.287487e-19
-3.400000000000000e+00	1.287487e-19
-3.300000000000000e+00	1.287487e-19
-3.200000000000000e+00	1.287487e-19
-3.100000000000000e+00	1.287487e-19
-3.000000000000000e+00	1.287487e-19
-2.900000000000000e+00	1.287487e-19
-2.800000000000000e+00	1.287487e-19
-2.700000000000000e+00	1.287487e-19
-2.600000000000000e+00	1.287487e-19
-2.500000000000000e+00	1.287487e-19
-2.400000000000000e+00	1.287487e-19
-2.300000000000000e+00	1.287487e-19
-2.200000000000000e+00	1.287487e-19
-2.100000000000000e+00	1.287487e-19
-2.000000000000000e+00	1.287487e-19
-1.900000000000000e+00	1.287487e-19
-1.800000000000000e+00	1.287487e-19
-1.700000000000000e+00	1.287487e-19
-1.600000000000000e+00	1.287487e-19
-1.500000000000000e+00	1.287487e-19
-1.400000000000000e+00	1.287487e-19
-1.300000000000000e+00	1.287487e-19
-1.200000000000000e+00	1.287487e-19
-1.100000000000000e+00	1.287487e-19
-1.000000000000000e+00	1.287487e-19
-8.999999999999995e-01	1.287487e-19
-7.999999999999998e-01	1.287487e-19
-7.000000000000002e-01	1.287487e-19
-5.999999999999996e-01	1.287487e-19
-5.000000000000000e-01	1.287487e-19
-3.999999999999995e-01	1.287487e-19
-2.999999999999998e-01	1.287487e-19
-1.999999999999993e-01	1.287487e-19
-9.999999999999964e-02	1.287487e-19
0.000000000000000e+00	1.287487e-19
1.000000000000005e-01	1.287487e-19
2.000000000000002e-01	1.287487e-19
3.000000000000007e-01	1.287488e-19
4.000000000000004e-01	1.287492e-19
5.000000000000000e-01	1.287529e-19
6.000000000000005e-01	1.287789e-19
7.000000000000002e-01	1.289717e-19
8.000000000000007e-01	1.304001e-19
9.000000000000004e-01	1.411989e-19
1.000000000000000e+00	2.343062e-19
1.100000000000001e+00	1.649136e-18
1.200000000000000e+00	5.178767e-17
1.300000000000001e+00	2.588815e-15
1.400000000000000e+00	1.396042e-13
1.500000000000000e+00	7.606250e-12
1.600000000000001e+00	4.147141e-10
1.700000000000000e+00	2.257057e-08
1.800000000000001e+00	1.221646e-06
1.900000000000000e+00	6.509216e-05
2.000000000000000e+00	3.307905e-03
2.100000000000001e+00	1.436885e-01
2.200000000000000e+00	3.684174e+00
2.300000000000001e+00	2.792265e+01
2.400000000000000e+00	4.274507e+01
2.500000000000000e+00	4.279137e+01
2.600000000000001e+00	4.281012e+01
2.700000000000000e+00	4.282001e+01
2.800000000000001e+00	4.282603e+01
2.900000000000000e+00	4.283003e+01
3.000000000000000e+00	4.283289e+01
3.100000000000000e+00	4.283502e+01
3.200000000000001e+00	4.283668e+01
3.300000000000001e+00	4.283800e+01
3.400000000000000e+00	4.283908e+01
3.500000000000000e+00	4.283998e+01
3.600000000000000e+00	4.284075e+01
3.700000000000001e+00	4.284140e+01
3.800000000000001e+00	4.284196e+01
3.900000000000000e+00	4.284246e+01
4.000000000000000e+00	4.284289e+01
4.100000000000000e+00	4.284328e+01
4.200000000000001e+00	4.284363e+01
4.300000000000001e+00	4.284394e+01
4.400000000000000e+00	4.284422e+01
4.500000000000000e+00	4.284448e+01
4.600000000000001e+00	4.284471e+01
4.700000000000001e+00	4.284492e+01
4.800000000000001e+00	4.284512e+01
4.900000000000000e+00	4.284530e+01
5.000000000000000e+00	4.284547e+01
5.100000000000001e+00	4.284563e+01
5.200000000000001e+00	4.284577e+01
5.300000000000001e+00	4.284591e+01
5.400000000000000e+00	4.284604e+01
5.500000000000000e+00	4.284616e+01
5.600000000000001e+00	4.284627e+01
5.700000000000001e+00	4.284637e+01
5.800000000000001e+00	4.284647e+01
5.900000000000000e+00	4.284657e+01
6.000000000000000e+00	4.284666e+01
6.100000000000001e+00	4.284674e+01
6.200000000000001e+00	4.284682e+01
6.300000000000001e+00	4.284690e+01
6.400000000000000e+00	4.284697e+01
6.500000000000000e+00	4.284704e+01
6.600000000000001e+00	4.284710e+01
6.700000000000001e+00	4.284717e+01
6.800000000000001e+00	4.284723e+01
6.900000000000000e+00	4.284728e+01
7.000000000000000e+00	4.284734e+01
7.100000000000001e+00	4.284739e+01
7.200000000000001e+00	4.284744e+01
7.300000000000001e+00	4.284749e+01
7.400000000000000e+00	4.284753e+01
7.500000000000000e+00	4.284758e+01
7.600000000000001e+00	4.284762e+01
7.700000000000001e+00	4.284766e+01
7.800000000000001e+00	4.284770e+01
7.900000000000000e+00	4.284774e+01
8.000000000000000e+00	4.284778e+01
8.100000000000001e+00	4.284782e+01
8.200000000000001e+00	4.284785e+01
8.300000000000001e+00	4.284788e+01
8.400000000000000e+00	4.284792e+01
8.500000000000000e+00	4.284795e+01
8.600000000000001e+00	4.284798e+01
8.700000000000001e+00	4.284800e+01
8.800000000000001e+00	4.284804e+01
8.900000000000000e+00	4.284806e+01
9.000000000000000e+00	4.284809e+01
9.100000000000001e+00	4.284811e+01
9.200000000000001e+00	4.284814e+01
9.300000000000001e+00	4.284816e+01
9.400000000000000e+00	4.284819e+01
9.500000000000000e+00	4.284821e+01
9.600000000000001e+00	4.284823e+01
9.700000000000001e+00	4.284825e+01
9.800000000000001e+00	4.284828e+01
9.900000000000000e+00	4.284830e+01
1.000000000000000e+01	4.284832e+01
1.010000000000000e+01	4.284834e+01
1.020000000000000e+01	4.284836e+01
1.030000000000000e+01	4.284838e+01
1.040000000000000e+01	4.284839e+01
1.050000000000000e+01	4.284841e+01
1.060000000000000e+01	4.284843e+01
1.070000000000000e+01	4.284845e+01
1.080000000000000e+01	4.284846e+01
1.090000000000000e+01	4.284848e+01
1.100000000000000e+01	4.284850e+01
1.110000000000000e+01	4.284851e+01
1.120000000000000e+01	4.284853e+01
1.130000000000000e+01	4.284854e+01
1.140000000000000e+01	4.284855e+01
1.150000000000000e+01	4.284857e+01
1.160000000000000e+01	4.284858e+01
1.170000000000000e+01	4.284860e+01
1.180000000000000e+01	4.284861e+01
1.190000000000000e+01	4.284862e+01
1.200000000000000e+01	4.284864e+01
1.210000000000000e+01	4.284865e+01
1.220000000000000e+01	4.284866e+01
1.230000000000000e+01	4.284867e+01
1.240000000000000e+01	4.284868e+01
1.250000000000000e+01	4.284870e+01
1.260000000000000e+01	4.284871e+01
1.270000000000000e+01	4.284872e+01
1.280000000000000e+01	4.284873e+01
1.290000000000000e+01	4.284874e+01
1.300000000000000e+01	4.284875e+01
1.310000000000000e+01	4.284876e+01
1.320000000000000e+01	4.284877e+01
1.330000000000000e+01	4.284878e+01
1.340000000000000e+01	4.284879e+01
1.350000000000000e+01	4.284880e+01
1.360000000000000e+01	4.284881e+01
1.370000000000000e+01	4.284882e+01
1.380000000000000e+01	4.284883e+01
1.390000000000000e+01	4.284883e+01
1.400000000000000e+01	4.284884e+01
1.410000000000000e+01	4.284885e+01
1.420000000000000e+01	4.284886e+01
1.430000000000000e+01	4.284887e+01
1.440000000000000e+01	4.284888e+01
1.450000000000000e+01	4.284889e+01
1.460000000000000e+01	4.284889e+01
1.470000000000000e+01	4.284890e+01
1.480000000000000e+01	4.284891e+01
1.490000000000000e+01	4.284891e+01
1.500000000000000e+01	4.284892e+01
1.510000000000000e+01	4.284893e+01
1.520000000000000e+01	4.284894e+01
1.530000000000000e+01	4.284894e+01
1.540000000000000e+01	4.284895e+01
1.550000000000000e+01	4.284896e+01
1.560000000000000e+01	4.284896e+01
1.570000000000000e+01	4.284897e+01
1.580000000000000e+01	4.284898e+01
1.590000000000000e+01	4.284898e+01
1.600000000000000e+01	4.284899e+01
1.610000000000000e+01	4.284900e+01
1.620000000000000e+01	4.284900e+01
1.630000000000000e+01	4.284901e+01
1.640000000000000e+01	4.284902e+01
1.650000000000000e+01	4.284902e+01
1.660000000000000e+01	4.284903e+01
1.670000000000000e+01	4.284903e+01
1.680000000000000e+01	4.284904e+01
1.690000000000000e+01	4.284904e+01
1.700000000000000e+01	4.284905e+01
1.710000000000000e+01	4.284906e+01
1.720000000000000e+01	4.284906e+01
1.730000000000000e+01	4.284906e+01
1.740000000000000e+01	4.284907e+01
1.750000000000000e+01	4.284908e+01
1.760000000000000e+01	4.284908e+01
1.770000000000000e+01	4.284909e+01
1.780000000000000e+01	4.284909e+01
1.790000000000000e+01	4.284910e+01
1.800000000000000e+01	4.284910e+01
1.810000000000000e+01	4.284911e+01
1.820000000000000e+01	4.284911e+01
1.830000000000000e+01	4.284911e+01
1.840000000000000e+01	4.284912e+01
1.850000000000000e+01	4.284912e+01
1.860000000000000e+01	4.284913e+01
1.870000000000000e+01	4.284913e+01
1.880000000000000e+01	4.284914e+01
1.890000000000000e+01	4.284914e+01
1.900000000000000e+01	4.284915e+01
1.910000000000000e+01	4.284915e+01
1.920000000000000e+01	4.284916e+01
1.930000000000000e+01	4.284916e+01
1.940000000000000e+01	4.284916e+01
1.950000000000000e+01	4.284916e+01
1.960000000000000e+01	4.284917e+01
1.970000000000000e+01	4.284918e+01
1.980000000000000e+01	4.284918e+01
1.990000000000000e+01	4.284918e+01
2.000000000000000e+01	4.284919e+01
Step Information: Rap=26  (Step: 6/11)
-5.000000000000000e+00	1.594031e-19
-4.900000000000000e+00	1.594031e-19
-4.800000000000000e+00	1.594031e-19
-4.700000000000000e+00	1.594031e-19
-4.600000000000000e+00	1.594031e-19
-4.500000000000000e+00	1.594031e-19
-4.400000000000000e+00	1.594031e-19
-4.300000000000000e+00	1.594031e-19
-4.200000000000000e+00	1.594031e-19
-4.100000000000000e+00	1.594031e-19
-4.000000000000000e+00	1.594031e-19
-3.900000000000000e+00	1.594031e-19
-3.800000000000000e+00	1.594032e-19
-3.700000000000000e+00	1.594031e-19
-3.600000000000000e+00	1.594031e-19
-3.500000000000000e+00	1.594031e-19
-3.400000000000000e+00	1.594031e-19
-3.300000000000000e+00	1.594032e-19
-3.200000000000000e+00	1.594032e-19
-3.100000000000000e+00	1.594032e-19
-3.000000000000000e+00	1.594031e-19
-2.900000000000000e+00	1.594032e-19
-2.800000000000000e+00	1.594031e-19
-2.700000000000000e+00	1.594031e-19
-2.600000000000000e+00	1.594032e-19
-2.500000000000000e+00	1.594031e-19
-2.400000000000000e+00	1.594032e-19
-2.300000000000000e+00	1.594031e-19
-2.200000000000000e+00	1.594031e-19
-2.100000000000000e+00	1.594032e-19
-2.000000000000000e+00	1.594032e-19
-1.900000000000000e+00	1.594032e-19
-1.800000000000000e+00	1.594031e-19
-1.700000000000000e+00	1.594032e-19
-1.600000000000000e+00	1.594031e-19
-1.500000000000000e+00	1.594031e-19
-1.400000000000000e+00	1.594031e-19
-1.300000000000000e+00	1.594031e-19
-1.200000000000000e+00	1.594031e-19
-1.100000000000000e+00	1.594031e-19
-1.000000000000000e+00	1.594031e-19
-8.999999999999995e-01	1.594031e-19
-7.999999999999998e-01	1.594031e-19
-7.000000000000002e-01	1.594031e-19
-5.999999999999996e-01	1.594031e-19
-5.000000000000000e-01	1.594031e-19
-3.999999999999995e-01	1.594031e-19
-2.999999999999998e-01	1.594031e-19
-1.999999999999993e-01	1.594031e-19
-9.999999999999964e-02	1.594031e-19
0.000000000000000e+00	1.594031e-19
1.000000000000005e-01	1.594031e-19
2.000000000000002e-01	1.594031e-19
3.000000000000007e-01	1.594032e-19
4.000000000000004e-01	1.594038e-19
5.000000000000000e-01	1.594083e-19
6.000000000000005e-01	1.594406e-19
7.000000000000002e-01	1.596793e-19
8.000000000000007e-01	1.614477e-19
9.000000000000004e-01	1.748177e-19
1.000000000000000e+00	2.900934e-19
1.100000000000001e+00	2.041787e-18
1.200000000000000e+00	6.411806e-17
1.300000000000001e+00	3.205199e-15
1.400000000000000e+00	1.728433e-13
1.500000000000000e+00	9.417261e-12
1.600000000000001e+00	5.134550e-10
1.700000000000000e+00	2.794431e-08
1.800000000000001e+00	1.512431e-06
1.900000000000000e+00	8.055826e-05
2.000000000000000e+00	4.083920e-03
2.100000000000001e+00	1.746246e-01
2.200000000000000e+00	4.159957e+00
2.300000000000001e+00	2.708976e+01
2.400000000000000e+00	3.454467e+01
2.500000000000000e+00	3.457287e+01
2.600000000000001e+00	3.458483e+01
2.700000000000000e+00	3.459123e+01
2.800000000000001e+00	3.459511e+01
2.900000000000000e+00	3.459771e+01
3.000000000000000e+00	3.459957e+01
3.100000000000000e+00	3.460096e+01
3.200000000000001e+00	3.460204e+01
3.300000000000001e+00	3.460290e+01
3.400000000000000e+00	3.460361e+01
3.500000000000000e+00	3.460419e+01
3.600000000000000e+00	3.460469e+01
3.700000000000001e+00	3.460511e+01
3.800000000000001e+00	3.460548e+01
3.900000000000000e+00	3.460581e+01
4.000000000000000e+00	3.460609e+01
4.100000000000000e+00	3.460634e+01
4.200000000000001e+00	3.460657e+01
4.300000000000001e+00	3.460677e+01
4.400000000000000e+00	3.460695e+01
4.500000000000000e+00	3.460712e+01
4.600000000000001e+00	3.460727e+01
4.700000000000001e+00	3.460742e+01
4.800000000000001e+00	3.460754e+01
4.900000000000000e+00	3.460766e+01
5.000000000000000e+00	3.460777e+01
5.100000000000001e+00	3.460787e+01
5.200000000000001e+00	3.460797e+01
5.300000000000001e+00	3.460806e+01
5.400000000000000e+00	3.460814e+01
5.500000000000000e+00	3.460822e+01
5.600000000000001e+00	3.460829e+01
5.700000000000001e+00	3.460836e+01
5.800000000000001e+00	3.460843e+01
5.900000000000000e+00	3.460849e+01
6.000000000000000e+00	3.460855e+01
6.100000000000001e+00	3.460860e+01
6.200000000000001e+00	3.460865e+01
6.300000000000001e+00	3.460870e+01
6.400000000000000e+00	3.460875e+01
6.500000000000000e+00	3.460879e+01
6.600000000000001e+00	3.460883e+01
6.700000000000001e+00	3.460888e+01
6.800000000000001e+00	3.460892e+01
6.900000000000000e+00	3.460895e+01
7.000000000000000e+00	3.460899e+01
7.100000000000001e+00	3.460902e+01
7.200000000000001e+00	3.460905e+01
7.300000000000001e+00	3.460908e+01
7.400000000000000e+00	3.460912e+01
7.500000000000000e+00	3.460915e+01
7.600000000000001e+00	3.460918e+01
7.700000000000001e+00	3.460920e+01
7.800000000000001e+00	3.460923e+01
7.900000000000000e+00	3.460925e+01
8.000000000000000e+00	3.460928e+01
8.100000000000001e+00	3.460930e+01
8.200000000000001e+00	3.460932e+01
8.300000000000001e+00	3.460934e+01
8.400000000000000e+00	3.460936e+01
8.500000000000000e+00	3.460938e+01
8.600000000000001e+00	3.460940e+01
8.700000000000001e+00	3.460943e+01
8.800000000000001e+00	3.460944e+01
8.900000000000000e+00	3.460946e+01
9.000000000000000e+00	3.460948e+01
9.100000000000001e+00	3.460950e+01
9.200000000000001e+00	3.460951e+01
9.300000000000001e+00	3.460953e+01
9.400000000000000e+00	3.460954e+01
9.500000000000000e+00	3.460956e+01
9.600000000000001e+00	3.460957e+01
9.700000000000001e+00	3.460959e+01
9.800000000000001e+00	3.460960e+01
9.900000000000000e+00	3.460961e+01
1.000000000000000e+01	3.460963e+01
1.010000000000000e+01	3.460964e+01
1.020000000000000e+01	3.460965e+01
1.030000000000000e+01	3.460966e+01
1.040000000000000e+01	3.460968e+01
1.050000000000000e+01	3.460969e+01
1.060000000000000e+01	3.460970e+01
1.070000000000000e+01	3.460971e+01
1.080000000000000e+01	3.460972e+01
1.090000000000000e+01	3.460973e+01
1.100000000000000e+01	3.460974e+01
1.110000000000000e+01	3.460975e+01
1.120000000000000e+01	3.460976e+01
1.130000000000000e+01	3.460977e+01
1.140000000000000e+01	3.460978e+01
1.150000000000000e+01	3.460979e+01
1.160000000000000e+01	3.460980e+01
1.170000000000000e+01	3.460981e+01
1.180000000000000e+01	3.460982e+01
1.190000000000000e+01	3.460983e+01
1.200000000000000e+01	3.460983e+01
