V1	I(R1)
Step Information: Rap=1  (Step: 1/11)
1.630000000000000e+01	2.726779e+00
1.640000000000000e+01	2.726779e+00
1.650000000000000e+01	2.726779e+00
1.660000000000000e+01	2.726780e+00
1.670000000000000e+01	2.726780e+00
1.680000000000000e+01	2.726780e+00
1.690000000000000e+01	2.726781e+00
1.700000000000000e+01	2.726781e+00
1.710000000000000e+01	2.726781e+00
1.720000000000000e+01	2.726782e+00
1.730000000000000e+01	2.726782e+00
1.740000000000000e+01	2.726782e+00
1.750000000000000e+01	2.726783e+00
1.760000000000000e+01	2.726783e+00
1.770000000000000e+01	2.726783e+00
1.780000000000000e+01	2.726784e+00
1.790000000000000e+01	2.726784e+00
1.800000000000000e+01	2.726784e+00
1.810000000000000e+01	2.726784e+00
1.820000000000000e+01	2.726785e+00
1.830000000000000e+01	2.726785e+00
1.840000000000000e+01	2.726785e+00
1.850000000000000e+01	2.726786e+00
1.860000000000000e+01	2.726786e+00
1.870000000000000e+01	2.726786e+00
1.880000000000000e+01	2.726786e+00
1.890000000000000e+01	2.726787e+00
1.900000000000000e+01	2.726787e+00
1.910000000000000e+01	2.726787e+00
1.920000000000000e+01	2.726788e+00
1.930000000000000e+01	2.726788e+00
1.940000000000000e+01	2.726788e+00
1.950000000000000e+01	2.726788e+00
1.960000000000000e+01	2.726789e+00
1.970000000000000e+01	2.726789e+00
1.980000000000000e+01	2.726789e+00
1.990000000000000e+01	2.726789e+00
2.000000000000000e+01	2.726789e+00
Step Information: Rap=16  (Step: 4/11)
-5.000000000000000e+00	7.829998e-11
-4.900000000000000e+00	7.829998e-11
-4.800000000000000e+00	7.829998e-11
-4.700000000000000e+00	7.829998e-11
-4.600000000000000e+00	7.829998e-11
-4.500000000000000e+00	7.829998e-11
-4.400000000000000e+00	7.829998e-11
-4.300000000000000e+00	7.829998e-11
-4.200000000000000e+00	7.829998e-11
-4.100000000000000e+00	7.829998e-11
-4.000000000000000e+00	7.830001e-11
-3.900000000000000e+00	7.830001e-11
-3.800000000000000e+00	7.830001e-11
-3.700000000000000e+00	7.830001e-11
-3.600000000000000e+00	7.830001e-11
-3.500000000000000e+00	7.830001e-11
-3.400000000000000e+00	7.830001e-11
-3.300000000000000e+00	7.830001e-11
-3.200000000000000e+00	7.830001e-11
-3.100000000000000e+00	7.830001e-11
-3.000000000000000e+00	7.830001e-11
-2.900000000000000e+00	7.830001e-11
-2.800000000000000e+00	7.830001e-11
-2.700000000000000e+00	7.830001e-11
-2.600000000000000e+00	7.830001e-11
-2.500000000000000e+00	7.830001e-11
-2.400000000000000e+00	7.830001e-11
-2.300000000000000e+00	7.830001e-11
-2.200000000000000e+00	7.830001e-11
-2.100000000000000e+00	7.830001e-11
-2.000000000000000e+00	7.830001e-11
-1.900000000000000e+00	7.830001e-11
-1.800000000000000e+00	7.830001e-11
-1.700000000000000e+00	7.830001e-11
-1.600000000000000e+00	7.830001e-11
-1.500000000000000e+00	7.830001e-11
-1.400000000000000e+00	7.830001e-11
-1.300000000000000e+00	7.830001e-11
-1.200000000000000e+00	7.830001e-11
-1.100000000000000e+00	7.830001e-11
-1.000000000000000e+00	7.830000e-11
-8.999999999999995e-01	7.830000e-11
-7.999999999999998e-01	7.830000e-11
-7.000000000000002e-01	7.830000e-11
-5.999999999999996e-01	7.830000e-11
-5.000000000000000e-01	7.830000e-11
-3.999999999999995e-01	7.830000e-11
-2.999999999999998e-01	7.830000e-11
-1.999999999999993e-01	7.830000e-11
-9.999999999999964e-02	7.830000e-11
0.000000000000000e+00	7.830000e-11
1.000000000000005e-01	7.830000e-11
2.000000000000002e-01	7.829999e-11
3.000000000000007e-01	7.830002e-11
4.000000000000004e-01	7.830016e-11
5.000000000000000e-01	7.830127e-11
6.000000000000005e-01	7.830920e-11
7.000000000000002e-01	7.836780e-11
8.000000000000007e-01	7.880055e-11
9.000000000000004e-01	8.199853e-11
1.000000000000000e+00	1.056288e-10
1.100000000000001e+00	2.802326e-10
1.200000000000000e+00	1.570375e-09
1.300000000000001e+00	1.110301e-08
1.400000000000000e+00	8.153417e-08
1.500000000000000e+00	6.018326e-07
1.600000000000001e+00	4.443907e-06
1.700000000000000e+00	3.278409e-05
1.800000000000001e+00	2.411986e-04
1.900000000000000e+00	1.760926e-03
2.000000000000000e+00	1.256848e-02
2.100000000000001e+00	8.349770e-02
2.200000000000000e+00	4.395640e-01
2.300000000000001e+00	1.324675e+00
2.400000000000000e+00	1.871566e+00
2.500000000000000e+00	1.873081e+00
2.600000000000001e+00	1.873640e+00
2.700000000000000e+00	1.873930e+00
2.800000000000001e+00	1.874104e+00
2.900000000000000e+00	1.874220e+00
3.000000000000000e+00	1.874303e+00
3.100000000000000e+00	1.874364e+00
3.200000000000001e+00	1.874412e+00
3.300000000000001e+00	1.874450e+00
3.400000000000000e+00	1.874481e+00
3.500000000000000e+00	1.874507e+00
3.600000000000000e+00	1.874529e+00
3.700000000000001e+00	1.874548e+00
3.800000000000001e+00	1.874564e+00
3.900000000000000e+00	1.874578e+00
4.000000000000000e+00	1.874591e+00
4.100000000000000e+00	1.874602e+00
4.200000000000001e+00	1.874612e+00
4.300000000000001e+00	1.874621e+00
4.400000000000000e+00	1.874629e+00
4.500000000000000e+00	1.874636e+00
4.600000000000001e+00	1.874643e+00
4.700000000000001e+00	1.874649e+00
4.800000000000001e+00	1.874655e+00
4.900000000000000e+00	1.874660e+00
5.000000000000000e+00	1.874665e+00
5.100000000000001e+00	1.874669e+00
5.200000000000001e+00	1.874674e+00
5.300000000000001e+00	1.874678e+00
5.400000000000000e+00	1.874681e+00
5.500000000000000e+00	1.874685e+00
5.600000000000001e+00	1.874688e+00
5.700000000000001e+00	1.874691e+00
5.800000000000001e+00	1.874694e+00
5.900000000000000e+00	1.874696e+00
6.000000000000000e+00	1.874699e+00
6.100000000000001e+00	1.874701e+00
6.200000000000001e+00	1.874704e+00
6.300000000000001e+00	1.874706e+00
6.400000000000000e+00	1.874708e+00
6.500000000000000e+00	1.874710e+00
6.600000000000001e+00	1.874712e+00
6.700000000000001e+00	1.874714e+00
6.800000000000001e+00	1.874715e+00
6.900000000000000e+00	1.874717e+00
7.000000000000000e+00	1.874718e+00
7.100000000000001e+00	1.874720e+00
7.200000000000001e+00	1.874721e+00
7.300000000000001e+00	1.874723e+00
7.400000000000000e+00	1.874724e+00
7.500000000000000e+00	1.874725e+00
7.600000000000001e+00	1.874727e+00
7.700000000000001e+00	1.874728e+00
7.800000000000001e+00	1.874729e+00
7.900000000000000e+00	1.874730e+00
8.000000000000000e+00	1.874731e+00
8.100000000000001e+00	1.874732e+00
8.200000000000001e+00	1.874733e+00
8.300000000000001e+00	1.874734e+00
8.400000000000000e+00	1.874735e+00
8.500000000000000e+00	1.874736e+00
8.600000000000001e+00	1.874737e+00
8.700000000000001e+00	1.874738e+00
8.800000000000001e+00	1.874738e+00
8.900000000000000e+00	1.874739e+00
9.000000000000000e+00	1.874740e+00
9.100000000000001e+00	1.874741e+00
9.200000000000001e+00	1.874742e+00
9.300000000000001e+00	1.874742e+00
9.400000000000000e+00	1.874743e+00
9.500000000000000e+00	1.874744e+00
9.600000000000001e+00	1.874744e+00
9.700000000000001e+00	1.874745e+00
9.800000000000001e+00	1.874745e+00
9.900000000000000e+00	1.874746e+00
1.000000000000000e+01	1.874747e+00
1.010000000000000e+01	1.874747e+00
1.020000000000000e+01	1.874748e+00
1.030000000000000e+01	1.874748e+00
1.040000000000000e+01	1.874749e+00
1.050000000000000e+01	1.874749e+00
1.060000000000000e+01	1.874750e+00
1.070000000000000e+01	1.874750e+00
1.080000000000000e+01	1.874751e+00
1.090000000000000e+01	1.874751e+00
1.100000000000000e+01	1.874752e+00
1.110000000000000e+01	1.874752e+00
1.120000000000000e+01	1.874753e+00
1.130000000000000e+01	1.874753e+00
1.140000000000000e+01	1.874753e+00
1.150000000000000e+01	1.874754e+00
1.160000000000000e+01	1.874754e+00
1.170000000000000e+01	1.874755e+00
1.180000000000000e+01	1.874755e+00
1.190000000000000e+01	1.874755e+00
1.200000000000000e+01	1.874756e+00
1.210000000000000e+01	1.874756e+00
1.220000000000000e+01	1.874756e+00
1.230000000000000e+01	1.874757e+00
1.240000000000000e+01	1.874757e+00
1.250000000000000e+01	1.874757e+00
1.260000000000000e+01	1.874758e+00
1.270000000000000e+01	1.874758e+00
1.280000000000000e+01	1.874758e+00
1.290000000000000e+01	1.874759e+00
1.300000000000000e+01	1.874759e+00
1.310000000000000e+01	1.874759e+00
1.320000000000000e+01	1.874760e+00
1.330000000000000e+01	1.874760e+00
1.340000000000000e+01	1.874760e+00
1.350000000000000e+01	1.874760e+00
1.360000000000000e+01	1.874761e+00
1.370000000000000e+01	1.874761e+00
1.380000000000000e+01	1.874761e+00
1.390000000000000e+01	1.874761e+00
1.400000000000000e+01	1.874762e+00
1.410000000000000e+01	1.874762e+00
1.420000000000000e+01	1.874762e+00
1.430000000000000e+01	1.874762e+00
1.440000000000000e+01	1.874763e+00
1.450000000000000e+01	1.874763e+00
1.460000000000000e+01	1.874763e+00
1.470000000000000e+01	1.874763e+00
1.480000000000000e+01	1.874764e+00
1.490000000000000e+01	1.874764e+00
1.500000000000000e+01	1.874764e+00
1.510000000000000e+01	1.874764e+00
1.520000000000000e+01	1.874764e+00
1.530000000000000e+01	1.874765e+00
1.540000000000000e+01	1.874765e+00
1.550000000000000e+01	1.874765e+00
1.560000000000000e+01	1.874765e+00
1.570000000000000e+01	1.874765e+00
1.580000000000000e+01	1.874766e+00
1.590000000000000e+01	1.874766e+00
1.600000000000000e+01	1.874766e+00
1.610000000000000e+01	1.874766e+00
1.620000000000000e+01	1.874766e+00
1.630000000000000e+01	1.874766e+00
1.640000000000000e+01	1.874767e+00
1.650000000000000e+01	1.874767e+00
1.660000000000000e+01	1.874767e+00
1.670000000000000e+01	1.874767e+00
1.680000000000000e+01	1.874767e+00
1.690000000000000e+01	1.874767e+00
1.700000000000000e+01	1.874768e+00
1.710000000000000e+01	1.874768e+00
1.720000000000000e+01	1.874768e+00
1.730000000000000e+01	1.874768e+00
1.740000000000000e+01	1.874768e+00
1.750000000000000e+01	1.874768e+00
1.760000000000000e+01	1.874768e+00
1.770000000000000e+01	1.874769e+00
1.780000000000000e+01	1.874769e+00
1.790000000000000e+01	1.874769e+00
1.800000000000000e+01	1.874769e+00
1.810000000000000e+01	1.874769e+00
1.820000000000000e+01	1.874769e+00
1.830000000000000e+01	1.874769e+00
1.840000000000000e+01	1.874770e+00
1.850000000000000e+01	1.874770e+00
1.860000000000000e+01	1.874770e+00
1.870000000000000e+01	1.874770e+00
1.880000000000000e+01	1.874770e+00
1.890000000000000e+01	1.874770e+00
1.900000000000000e+01	1.874770e+00
1.910000000000000e+01	1.874771e+00
1.920000000000000e+01	1.874771e+00
1.930000000000000e+01	1.874771e+00
1.940000000000000e+01	1.874771e+00
1.950000000000000e+01	1.874771e+00
1.960000000000000e+01	1.874771e+00
1.970000000000000e+01	1.874771e+00
1.980000000000000e+01	1.874771e+00
1.990000000000000e+01	1.874771e+00
2.000000000000000e+01	1.874772e+00
Step Information: Rap=21  (Step: 5/11)
-5.000000000000000e+00	7.829999e-11
-4.900000000000000e+00	7.830003e-11
-4.800000000000000e+00	7.830003e-11
-4.700000000000000e+00	7.829999e-11
-4.600000000000000e+00	7.829999e-11
-4.500000000000000e+00	7.829999e-11
-4.400000000000000e+00	7.830003e-11
-4.300000000000000e+00	7.830003e-11
-4.200000000000000e+00	7.829999e-11
-4.100000000000000e+00	7.829999e-11
-4.000000000000000e+00	7.830001e-11
-3.900000000000000e+00	7.829999e-11
-3.800000000000000e+00	7.830001e-11
-3.700000000000000e+00	7.829999e-11
-3.600000000000000e+00	7.829999e-11
-3.500000000000000e+00	7.830001e-11
-3.400000000000000e+00	7.829999e-11
-3.300000000000000e+00	7.830001e-11
-3.200000000000000e+00	7.829999e-11
-3.100000000000000e+00	7.829999e-11
-3.000000000000000e+00	7.830001e-11
-2.900000000000000e+00	7.829999e-11
-2.800000000000000e+00	7.830001e-11
-2.700000000000000e+00	7.830001e-11
-2.600000000000000e+00	7.830001e-11
-2.500000000000000e+00	7.830001e-11
-2.400000000000000e+00	7.830001e-11
-2.300000000000000e+00	7.829999e-11
-2.200000000000000e+00	7.830001e-11
-2.100000000000000e+00	7.830001e-11
-2.000000000000000e+00	7.830000e-11
-1.900000000000000e+00	7.830001e-11
-1.800000000000000e+00	7.830000e-11
-1.700000000000000e+00	7.830000e-11
-1.600000000000000e+00	7.830001e-11
-1.500000000000000e+00	7.830000e-11
-1.400000000000000e+00	7.830001e-11
-1.300000000000000e+00	7.830000e-11
-1.200000000000000e+00	7.830000e-11
-1.100000000000000e+00	7.830000e-11
-1.000000000000000e+00	7.830000e-11
-8.999999999999995e-01	7.830000e-11
-7.999999999999998e-01	7.830000e-11
-7.000000000000002e-01	7.830000e-11
-5.999999999999996e-01	7.830000e-11
-5.000000000000000e-01	7.830000e-11
-3.999999999999995e-01	7.830000e-11
-2.999999999999998e-01	7.830000e-11
-1.999999999999993e-01	7.830000e-11
-9.999999999999964e-02	7.830000e-11
0.000000000000000e+00	7.830000e-11
1.000000000000005e-01	7.830000e-11
2.000000000000002e-01	7.829999e-11
3.000000000000007e-01	7.830002e-11
4.000000000000004e-01	7.830016e-11
5.000000000000000e-01	7.830127e-11
6.000000000000005e-01	7.830920e-11
7.000000000000002e-01	7.836780e-11
8.000000000000007e-01	7.880055e-11
9.000000000000004e-01	8.199853e-11
1.000000000000000e+00	1.056288e-10
1.100000000000001e+00	2.802325e-10
1.200000000000000e+00	1.570375e-09
1.300000000000001e+00	1.110301e-08
1.400000000000000e+00	8.153417e-08
1.500000000000000e+00	6.018325e-07
1.600000000000001e+00	4.443905e-06
1.700000000000000e+00	3.278397e-05
1.800000000000001e+00	2.411920e-04
1.900000000000000e+00	1.760576e-03
2.000000000000000e+00	1.255067e-02
2.100000000000001e+00	8.271825e-02
2.200000000000000e+00	4.188519e-01
2.300000000000001e+00	1.153105e+00
2.400000000000000e+00	1.426702e+00
2.500000000000000e+00	1.427475e+00
2.600000000000001e+00	1.427788e+00
2.700000000000000e+00	1.427953e+00
2.800000000000001e+00	1.428053e+00
2.900000000000000e+00	1.428119e+00
3.000000000000000e+00	1.428167e+00
3.100000000000000e+00	1.428203e+00
3.200000000000001e+00	1.428230e+00
3.300000000000001e+00	1.428252e+00
3.400000000000000e+00	1.428270e+00
3.500000000000000e+00	1.428285e+00
3.600000000000000e+00	1.428298e+00
3.700000000000001e+00	1.428309e+00
3.800000000000001e+00	1.428318e+00
3.900000000000000e+00	1.428327e+00
4.000000000000000e+00	1.428334e+00
4.100000000000000e+00	1.428340e+00
4.200000000000001e+00	1.428346e+00
4.300000000000001e+00	1.428351e+00
4.400000000000000e+00	1.428356e+00
4.500000000000000e+00	1.428360e+00
4.600000000000001e+00	1.428364e+00
4.700000000000001e+00	1.428368e+00
4.800000000000001e+00	1.428371e+00
4.900000000000000e+00	1.428374e+00
5.000000000000000e+00	1.428377e+00
5.100000000000001e+00	1.428380e+00
5.200000000000001e+00	1.428382e+00
5.300000000000001e+00	1.428384e+00
5.400000000000000e+00	1.428386e+00
5.500000000000000e+00	1.428388e+00
5.600000000000001e+00	1.428390e+00
5.700000000000001e+00	1.428392e+00
5.800000000000001e+00	1.428394e+00
5.900000000000000e+00	1.428395e+00
6.000000000000000e+00	1.428397e+00
6.100000000000001e+00	1.428398e+00
6.200000000000001e+00	1.428399e+00
6.300000000000001e+00	1.428401e+00
6.400000000000000e+00	1.428402e+00
6.500000000000000e+00	1.428403e+00
6.600000000000001e+00	1.428404e+00
6.700000000000001e+00	1.428405e+00
6.800000000000001e+00	1.428406e+00
6.900000000000000e+00	1.428407e+00
7.000000000000000e+00	1.428408e+00
7.100000000000001e+00	1.428409e+00
7.200000000000001e+00	1.428410e+00
7.300000000000001e+00	1.428411e+00
7.400000000000000e+00	1.428411e+00
7.500000000000000e+00	1.428412e+00
7.600000000000001e+00	1.428413e+00
7.700000000000001e+00	1.428413e+00
7.800000000000001e+00	1.428414e+00
7.900000000000000e+00	1.428415e+00
8.000000000000000e+00	1.428415e+00
8.100000000000001e+00	1.428416e+00
8.200000000000001e+00	1.428416e+00
8.300000000000001e+00	1.428417e+00
8.400000000000000e+00	1.428418e+00
8.500000000000000e+00	1.428418e+00
8.600000000000001e+00	1.428419e+00
8.700000000000001e+00	1.428419e+00
8.800000000000001e+00	1.428420e+00
8.900000000000000e+00	1.428420e+00
9.000000000000000e+00	1.428421e+00
9.100000000000001e+00	1.428421e+00
9.200000000000001e+00	1.428421e+00
9.300000000000001e+00	1.428422e+00
9.400000000000000e+00	1.428422e+00
9.500000000000000e+00	1.428423e+00
9.600000000000001e+00	1.428423e+00
9.700000000000001e+00	1.428423e+00
9.800000000000001e+00	1.428424e+00
9.900000000000000e+00	1.428424e+00
1.000000000000000e+01	1.428424e+00
1.010000000000000e+01	1.428425e+00
1.020000000000000e+01	1.428425e+00
1.030000000000000e+01	1.428425e+00
1.040000000000000e+01	1.428426e+00
1.050000000000000e+01	1.428426e+00
1.060000000000000e+01	1.428426e+00
1.070000000000000e+01	1.428427e+00
1.080000000000000e+01	1.428427e+00
1.090000000000000e+01	1.428427e+00
1.100000000000000e+01	1.428427e+00
1.110000000000000e+01	1.428428e+00
1.120000000000000e+01	1.428428e+00
1.130000000000000e+01	1.428428e+00
1.140000000000000e+01	1.428428e+00
1.150000000000000e+01	1.428429e+00
1.160000000000000e+01	1.428429e+00
1.170000000000000e+01	1.428429e+00
1.180000000000000e+01	1.428429e+00
1.190000000000000e+01	1.428429e+00
1.200000000000000e+01	1.428430e+00
1.210000000000000e+01	1.428430e+00
1.220000000000000e+01	1.428430e+00
1.230000000000000e+01	1.428430e+00
1.240000000000000e+01	1.428430e+00
1.250000000000000e+01	1.428431e+00
1.260000000000000e+01	1.428431e+00
1.270000000000000e+01	1.428431e+00
1.280000000000000e+01	1.428431e+00
1.290000000000000e+01	1.428431e+00
1.300000000000000e+01	1.428432e+00
1.310000000000000e+01	1.428432e+00
1.320000000000000e+01	1.428432e+00
1.330000000000000e+01	1.428432e+00
1.340000000000000e+01	1.428432e+00
1.350000000000000e+01	1.428432e+00
1.360000000000000e+01	1.428432e+00
1.370000000000000e+01	1.428433e+00
1.380000000000000e+01	1.428433e+00
1.390000000000000e+01	1.428433e+00
1.400000000000000e+01	1.428433e+00
1.410000000000000e+01	1.428433e+00
1.420000000000000e+01	1.428433e+00
1.430000000000000e+01	1.428434e+00
1.440000000000000e+01	1.428434e+00
1.450000000000000e+01	1.428434e+00
1.460000000000000e+01	1.428434e+00
1.470000000000000e+01	1.428434e+00
1.480000000000000e+01	1.428434e+00
1.490000000000000e+01	1.428434e+00
1.500000000000000e+01	1.428434e+00
1.510000000000000e+01	1.428434e+00
1.520000000000000e+01	1.428435e+00
1.530000000000000e+01	1.428435e+00
1.540000000000000e+01	1.428435e+00
1.550000000000000e+01	1.428435e+00
1.560000000000000e+01	1.428435e+00
1.570000000000000e+01	1.428435e+00
1.580000000000000e+01	1.428435e+00
1.590000000000000e+01	1.428435e+00
1.600000000000000e+01	1.428436e+00
1.610000000000000e+01	1.428436e+00
1.620000000000000e+01	1.428436e+00
1.630000000000000e+01	1.428436e+00
1.640000000000000e+01	1.428436e+00
1.650000000000000e+01	1.428436e+00
1.660000000000000e+01	1.428436e+00
1.670000000000000e+01	1.428436e+00
1.680000000000000e+01	1.428436e+00
1.690000000000000e+01	1.428436e+00
1.700000000000000e+01	1.428437e+00
1.710000000000000e+01	1.428437e+00
1.720000000000000e+01	1.428437e+00
1.730000000000000e+01	1.428437e+00
1.740000000000000e+01	1.428437e+00
1.750000000000000e+01	1.428437e+00
1.760000000000000e+01	1.428437e+00
1.770000000000000e+01	1.428437e+00
1.780000000000000e+01	1.428437e+00
1.790000000000000e+01	1.428437e+00
1.800000000000000e+01	1.428437e+00
1.810000000000000e+01	1.428437e+00
1.820000000000000e+01	1.428438e+00
1.830000000000000e+01	1.428438e+00
1.840000000000000e+01	1.428438e+00
1.850000000000000e+01	1.428438e+00
1.860000000000000e+01	1.428438e+00
1.870000000000000e+01	1.428438e+00
1.880000000000000e+01	1.428438e+00
1.890000000000000e+01	1.428438e+00
1.900000000000000e+01	1.428438e+00
1.910000000000000e+01	1.428438e+00
1.920000000000000e+01	1.428438e+00
1.930000000000000e+01	1.428438e+00
1.940000000000000e+01	1.428438e+00
1.950000000000000e+01	1.428438e+00
1.960000000000000e+01	1.428439e+00
1.970000000000000e+01	1.428439e+00
1.980000000000000e+01	1.428439e+00
1.990000000000000e+01	1.428439e+00
2.000000000000000e+01	1.428439e+00
Step Information: Rap=26  (Step: 6/11)
-5.000000000000000e+00	7.830000e-11
-4.900000000000000e+00	7.830000e-11
-4.800000000000000e+00	7.830000e-11
-4.700000000000000e+00	7.830000e-11
-4.600000000000000e+00	7.830000e-11
-4.500000000000000e+00	7.830000e-11
-4.400000000000000e+00	7.830000e-11
-4.300000000000000e+00	7.830000e-11
-4.200000000000000e+00	7.830000e-11
-4.100000000000000e+00	7.830000e-11
-4.000000000000000e+00	7.830000e-11
-3.900000000000000e+00	7.830000e-11
-3.800000000000000e+00	7.830002e-11
-3.700000000000000e+00	7.830000e-11
-3.600000000000000e+00	7.830000e-11
-3.500000000000000e+00	7.830000e-11
-3.400000000000000e+00	7.830000e-11
-3.300000000000000e+00	7.830002e-11
-3.200000000000000e+00	7.830002e-11
-3.100000000000000e+00	7.830002e-11
-3.000000000000000e+00	7.830000e-11
-2.900000000000000e+00	7.830002e-11
-2.800000000000000e+00	7.830000e-11
-2.700000000000000e+00	7.830000e-11
-2.600000000000000e+00	7.830002e-11
-2.500000000000000e+00	7.830000e-11
-2.400000000000000e+00	7.830002e-11
-2.300000000000000e+00	7.830000e-11
-2.200000000000000e+00	7.830000e-11
-2.100000000000000e+00	7.830002e-11
-2.000000000000000e+00	7.830001e-11
-1.900000000000000e+00	7.830001e-11
-1.800000000000000e+00	7.830000e-11
-1.700000000000000e+00	7.830001e-11
-1.600000000000000e+00	7.830000e-11
-1.500000000000000e+00	7.830000e-11
-1.400000000000000e+00	7.830000e-11
-1.300000000000000e+00	7.830000e-11
-1.200000000000000e+00	7.830000e-11
-1.100000000000000e+00	7.830000e-11
-1.000000000000000e+00	7.830000e-11
-8.999999999999995e-01	7.830000e-11
-7.999999999999998e-01	7.830000e-11
-7.000000000000002e-01	7.830000e-11
-5.999999999999996e-01	7.830000e-11
-5.000000000000000e-01	7.830000e-11
-3.999999999999995e-01	7.830000e-11
-2.999999999999998e-01	7.830000e-11
-1.999999999999993e-01	7.830000e-11
-9.999999999999964e-02	7.830000e-11
0.000000000000000e+00	7.830000e-11
1.000000000000005e-01	7.830000e-11
2.000000000000002e-01	7.829999e-11
3.000000000000007e-01	7.830002e-11
4.000000000000004e-01	7.830016e-11
5.000000000000000e-01	7.830127e-11
6.000000000000005e-01	7.830921e-11
7.000000000000002e-01	7.836781e-11
8.000000000000007e-01	7.880055e-11
9.000000000000004e-01	8.199853e-11
1.000000000000000e+00	1.056288e-10
1.100000000000001e+00	2.802326e-10
1.200000000000000e+00	1.570375e-09
1.300000000000001e+00	1.110301e-08
1.400000000000000e+00	8.153417e-08
1.500000000000000e+00	6.018325e-07
1.600000000000001e+00	4.443903e-06
1.700000000000000e+00	3.278385e-05
1.800000000000001e+00	2.411855e-04
1.900000000000000e+00	1.760226e-03
2.000000000000000e+00	1.253291e-02
2.100000000000001e+00	8.195321e-02
2.200000000000000e+00	3.999979e-01
2.300000000000001e+00	1.020742e+00
2.400000000000000e+00	1.152667e+00
2.500000000000000e+00	1.153137e+00
2.600000000000001e+00	1.153337e+00
2.700000000000000e+00	1.153444e+00
2.800000000000001e+00	1.153508e+00
2.900000000000000e+00	1.153552e+00
3.000000000000000e+00	1.153583e+00
3.100000000000000e+00	1.153606e+00
3.200000000000001e+00	1.153624e+00
3.300000000000001e+00	1.153638e+00
3.400000000000000e+00	1.153650e+00
3.500000000000000e+00	1.153660e+00
3.600000000000000e+00	1.153668e+00
3.700000000000001e+00	1.153675e+00
3.800000000000001e+00	1.153681e+00
3.900000000000000e+00	1.153687e+00
4.000000000000000e+00	1.153691e+00
4.100000000000000e+00	1.153695e+00
4.200000000000001e+00	1.153699e+00
4.300000000000001e+00	1.153703e+00
4.400000000000000e+00	1.153706e+00
4.500000000000000e+00	1.153708e+00
4.600000000000001e+00	1.153711e+00
4.700000000000001e+00	1.153713e+00
4.800000000000001e+00	1.153715e+00
4.900000000000000e+00	1.153717e+00
5.000000000000000e+00	1.153719e+00
5.100000000000001e+00	1.153721e+00
5.200000000000001e+00	1.153723e+00
5.300000000000001e+00	1.153724e+00
5.400000000000000e+00	1.153725e+00
5.500000000000000e+00	1.153727e+00
5.600000000000001e+00	1.153728e+00
5.700000000000001e+00	1.153729e+00
5.800000000000001e+00	1.153730e+00
5.900000000000000e+00	1.153731e+00
6.000000000000000e+00	1.153732e+00
6.100000000000001e+00	1.153733e+00
6.200000000000001e+00	1.153734e+00
6.300000000000001e+00	1.153735e+00
6.400000000000000e+00	1.153736e+00
6.500000000000000e+00	1.153736e+00
6.600000000000001e+00	1.153737e+00
6.700000000000001e+00	1.153738e+00
6.800000000000001e+00	1.153738e+00
6.900000000000000e+00	1.153739e+00
7.000000000000000e+00	1.153740e+00
7.100000000000001e+00	1.153740e+00
7.200000000000001e+00	1.153741e+00
7.300000000000001e+00	1.153741e+00
7.400000000000000e+00	1.153742e+00
7.500000000000000e+00	1.153742e+00
7.600000000000001e+00	1.153743e+00
7.700000000000001e+00	1.153743e+00
7.800000000000001e+00	1.153744e+00
7.900000000000000e+00	1.153744e+00
8.000000000000000e+00	1.153744e+00
8.100000000000001e+00	1.153745e+00
8.200000000000001e+00	1.153745e+00
8.300000000000001e+00	1.153745e+00
8.400000000000000e+00	1.153746e+00
8.500000000000000e+00	1.153746e+00
8.600000000000001e+00	1.153746e+00
8.700000000000001e+00	1.153747e+00
8.800000000000001e+00	1.153747e+00
8.900000000000000e+00	1.153747e+00
9.000000000000000e+00	1.153748e+00
9.100000000000001e+00	1.153748e+00
9.200000000000001e+00	1.153748e+00
9.300000000000001e+00	1.153749e+00
9.400000000000000e+00	1.153749e+00
9.500000000000000e+00	1.153749e+00
9.600000000000001e+00	1.153749e+00
9.700000000000001e+00	1.153749e+00
9.800000000000001e+00	1.153750e+00
9.900000000000000e+00	1.153750e+00
1.000000000000000e+01	1.153750e+00
1.010000000000000e+01	1.153750e+00
1.020000000000000e+01	1.153751e+00
1.030000000000000e+01	1.153751e+00
1.040000000000000e+01	1.153751e+00
1.050000000000000e+01	1.153751e+00
1.060000000000000e+01	1.153751e+00
1.070000000000000e+01	1.153752e+00
1.080000000000000e+01	1.153752e+00
1.090000000000000e+01	1.153752e+00
1.100000000000000e+01	1.153752e+00
1.110000000000000e+01	1.153752e+00
1.120000000000000e+01	1.153752e+00
1.130000000000000e+01	1.153753e+00
1.140000000000000e+01	1.153753e+00
1.150000000000000e+01	1.153753e+00
1.160000000000000e+01	1.153753e+00
1.170000000000000e+01	1.153753e+00
1.180000000000000e+01	1.153753e+00
1.190000000000000e+01	1.153754e+00
1.200000000000000e+01	1.153754e+00
1.210000000000000e+01	1.153754e+00
1.220000000000000e+01	1.153754e+00
1.230000000000000e+01	1.153754e+00
1.240000000000000e+01	1.153754e+00
1.250000000000000e+01	1.153754e+00
1.260000000000000e+01	1.153754e+00
1.270000000000000e+01	1.153755e+00
1.280000000000000e+01	1.153755e+00
1.290000000000000e+01	1.153755e+00
1.300000000000000e+01	1.153755e+00
1.310000000000000e+01	1.153755e+00
1.320000000000000e+01	1.153755e+00
1.330000000000000e+01	1.153755e+00
